SK_ID_CURR,TARGET,INCOME_TOTAL,CREDIT,ANNUITY,GOODS_PRICE,INCOME_TYPE,HOUR_APPR,ORGANIZATION_TYPE
100506,0,112500,345645,16240.5,243000,Working,4,Business Entity Type 3
100507,0,202500,450000,42075,450000,Commercial associate,15,Trade: type 2
100508,0,450000,1971072,62019,1800000,Commercial associate,13,Trade: type 3
100509,0,90000,339241.5,12312,238500,Pensioner,9,XNA
100511,0,85500,454500,19255.5,454500,Working,18,Self-employed
100513,0,180000,848745,36090,675000,Commercial associate,17,Business Entity Type 3
100514,0,270000,265306.5,28701,252000,Pensioner,10,XNA
100515,0,157500,1032093,43857,922500,Commercial associate,17,Business Entity Type 3
100516,0,157500,117000,11700,117000,Pensioner,9,XNA
100518,0,117000,202500,10125,202500,Pensioner,11,XNA
100519,0,112500,625536,27684,540000,Pensioner,15,XNA
100520,0,135000,270000,13500,270000,Working,11,Business Entity Type 3
100521,0,157500,225000,11250,225000,Pensioner,13,XNA
100522,0,180000,343683,20898,261000,Working,12,Business Entity Type 3
100523,0,225000,1096020,52857,900000,Commercial associate,10,Business Entity Type 3
100524,0,112500,284400,20740.5,225000,Working,9,Business Entity Type 3
100525,0,157500,215640,11421,180000,Working,12,Self-employed
100526,0,144000,90000,8253,90000,Commercial associate,19,Self-employed
100527,0,112500,270000,13500,270000,Commercial associate,15,Bank
100528,0,90000,675000,19867.5,675000,Working,6,Medicine
100529,0,135000,269550,17820,225000,Working,8,Self-employed
100530,0,135000,770292,34807.5,688500,Commercial associate,9,Other
100531,0,112500,904500,25002,904500,Working,14,Trade: type 3
100532,0,99000,277969.5,13086,229500,Working,14,Business Entity Type 3
100533,0,121500,382500,19125,382500,Working,12,Construction
100534,0,157500,256500,14449.5,256500,Commercial associate,13,Business Entity Type 2
100535,0,90000,225000,11619,225000,Working,15,Industry: type 9
100536,0,99000,787131,42066,679500,Commercial associate,10,Agriculture
100537,0,180000,1044724.5,37656,936000,Working,11,Medicine
100538,0,157500,450000,24412.5,450000,Working,10,Industry: type 3
100539,0,184500,225000,22252.5,225000,State servant,20,Military
100540,1,157500,338832,26901,292500,State servant,11,Medicine
100541,1,180000,900000,43299,900000,Working,14,Self-employed
100542,0,112500,156339,11245.5,130500,Working,11,Medicine
100543,0,157500,225000,26703,225000,Pensioner,15,XNA
100544,0,96750,252000,13176,252000,Commercial associate,10,Trade: type 3
100545,0,144000,1012500,29736,1012500,Working,9,Emergency
100546,0,67500,508495.5,21672,454500,Pensioner,8,XNA
100547,1,211500,450000,21888,450000,Working,11,Other
100549,0,225000,545040,28350,450000,Commercial associate,16,Trade: type 3
100550,0,247500,669591,24178.5,508500,Commercial associate,10,Business Entity Type 3
100554,0,225000,1125000,31068,1125000,Commercial associate,9,Business Entity Type 3
100555,0,112500,337500,17230.5,337500,Working,8,Trade: type 7
100556,0,58500,50940,4959,45000,Pensioner,10,XNA
100557,0,225000,1320975,43785,1183500,Commercial associate,10,Business Entity Type 3
100558,0,157500,270000,13500,270000,Working,12,Business Entity Type 3
100559,0,450000,2286211.5,116266.5,2182500,State servant,16,Security Ministries
100560,0,49500,225000,11488.5,225000,Pensioner,11,XNA
100562,0,337500,675000,33750,675000,State servant,11,Military
100563,0,135000,1175314.5,38974.5,1053000,Working,6,Trade: type 7
100564,0,180000,835380,40320,675000,Commercial associate,16,Government
100565,0,112500,518562,25078.5,463500,Pensioner,10,XNA
100566,0,117000,932643,27400.5,778500,Working,10,Medicine
100567,1,99000,180000,9000,180000,Working,12,Self-employed
100570,0,180000,1395000,36927,1395000,Commercial associate,15,Business Entity Type 3
100571,0,292500,983299.5,39127.5,904500,Working,16,Transport: type 4
100572,0,31500,314055,13437,238500,Pensioner,9,XNA
100573,0,157500,961146,26559,688500,Working,13,Kindergarten
100574,0,225000,1125000,60070.5,1125000,Commercial associate,14,Business Entity Type 3
100575,0,108000,247275,17586,225000,Pensioner,14,XNA
100576,0,180000,225000,24363,225000,Commercial associate,12,Other
100577,0,171000,555273,15912,463500,Pensioner,10,XNA
100578,0,135000,358443,16839,252000,Commercial associate,13,Construction
100579,0,180000,270000,29209.5,270000,Working,10,Business Entity Type 2
100580,0,270000,528318,26973,441000,Working,17,Business Entity Type 3
100581,0,270000,835380,31950,675000,Commercial associate,10,Business Entity Type 3
100582,0,135000,1546020,45328.5,1350000,Pensioner,8,XNA
100583,0,360000,343800,13090.5,225000,Commercial associate,12,Industry: type 3
100584,0,139500,269550,10264.5,225000,Working,17,Business Entity Type 3
100585,0,126000,284400,10849.5,225000,Working,14,Business Entity Type 3
100586,0,85500,515529,21969,391500,Pensioner,13,XNA
100587,0,90000,117162,11718,103500,Working,14,School
100588,0,157500,679500,19998,679500,Commercial associate,15,Self-employed
100589,0,103500,302076,26055,270000,Working,11,Business Entity Type 3
100590,0,225000,478498.5,51534,454500,Working,17,Business Entity Type 3
100593,0,90000,263686.5,28107,238500,Working,16,Other
100594,0,106398,360000,9900,360000,Commercial associate,7,Business Entity Type 3
100595,0,247500,450000,35685,450000,Working,12,Business Entity Type 3
100596,0,117000,599778,25542,477000,Working,7,Self-employed
100597,0,135000,734994,23841,526500,Working,16,Industry: type 11
100598,0,202500,1125000,44617.5,1125000,Working,9,Business Entity Type 3
100599,0,315000,835380,40320,675000,Commercial associate,12,Business Entity Type 1
100600,0,112500,1237684.5,47272.5,1138500,State servant,5,Kindergarten
100601,0,157500,284400,14724,225000,Working,14,Business Entity Type 3
100603,0,144000,442791,28426.5,400500,Commercial associate,14,Transport: type 4
100604,0,180000,278460,19800,225000,Commercial associate,20,Business Entity Type 3
100605,0,229500,1006920,72778.5,900000,Working,15,Industry: type 12
100606,0,225000,593010,19260,495000,Pensioner,14,XNA
100608,0,184500,654498,28957.5,585000,Pensioner,16,XNA
100609,0,180000,294322.5,19800,243000,Commercial associate,11,Self-employed
100610,0,292500,900000,26446.5,900000,Commercial associate,14,Business Entity Type 3
100611,0,135000,254700,16276.5,225000,Working,15,Self-employed
100612,0,157500,1288350,37669.5,1125000,Commercial associate,19,Business Entity Type 3
100614,0,90000,180000,9000,180000,Commercial associate,13,Bank
100615,0,180000,675000,19867.5,675000,Working,12,School
100616,1,225000,203760,22072.5,180000,Working,10,Business Entity Type 3
100619,0,99000,364896,13653,315000,Commercial associate,10,Self-employed
100620,0,225000,1800000,49500,1800000,Commercial associate,17,Industry: type 12
100621,0,450000,1312110,52168.5,1125000,Commercial associate,12,Self-employed
100623,0,207000,380533.5,16249.5,328500,State servant,12,Kindergarten
100624,0,99000,521280,22216.5,450000,Pensioner,8,XNA
100626,0,337500,926136,37849.5,760500,Commercial associate,10,Insurance
100627,0,162000,874152,46701,810000,Commercial associate,9,Business Entity Type 2
100628,0,121500,225000,8469,225000,Commercial associate,16,Trade: type 7
100629,0,112500,201024,8982,144000,Working,16,Kindergarten
100630,0,202500,675000,18693,675000,Working,17,Industry: type 9
100631,0,135000,913500,26838,913500,Working,15,Self-employed
100632,0,225000,732915,79065,675000,Commercial associate,11,Business Entity Type 3
100633,0,247500,414792,25195.5,315000,Working,15,Transport: type 3
100634,0,108000,157500,14575.5,157500,Commercial associate,8,Business Entity Type 3
100635,0,157500,238500,19120.5,238500,Commercial associate,6,Business Entity Type 3
100636,1,211500,1506816,49927.5,1350000,Commercial associate,18,Agriculture
100637,0,270000,765000,38250,765000,Commercial associate,11,Business Entity Type 3
100638,0,135000,203760,20151,180000,Working,9,Self-employed
100639,0,90000,158301,15552,148500,Working,15,Self-employed
100640,0,157500,373311,20380.5,283500,Working,16,Business Entity Type 3
100641,1,112500,254700,20250,225000,Commercial associate,14,Security
100642,0,157500,1350000,47056.5,1350000,Pensioner,12,XNA
100643,0,90000,755190,29677.5,675000,Pensioner,15,XNA
100644,0,76500,119925,13045.5,112500,Working,3,Business Entity Type 3
100645,0,247500,900000,31887,900000,Working,22,Transport: type 4
100646,1,216000,640080,31261.5,450000,Working,6,Business Entity Type 3
100647,0,99000,247500,12375,247500,Working,8,Medicine
100648,0,67500,225000,11074.5,225000,Working,15,Agriculture
100649,1,180000,284400,13387.5,225000,Working,14,School
100650,1,135000,808650,31333.5,675000,Commercial associate,9,Business Entity Type 3
100651,0,157500,634482,20596.5,454500,Working,10,Medicine
100652,0,130500,995562,54684,922500,Pensioner,11,XNA
100653,0,247500,755856,38722.5,652500,Working,16,Business Entity Type 1
100654,0,135000,427500,19939.5,427500,Working,12,Trade: type 7
100655,0,112500,270000,13500,270000,Working,10,Industry: type 1
100656,0,54000,312768,13378.5,270000,Pensioner,11,XNA
100657,0,135000,414792,16357.5,315000,Working,15,Emergency
100658,0,189000,215640,11695.5,180000,Working,9,Self-employed
100659,0,90000,603792,19606.5,504000,Working,10,Kindergarten
100660,0,234000,270000,13500,270000,Commercial associate,9,Self-employed
100661,0,202500,808650,31464,675000,Commercial associate,9,Business Entity Type 3
100662,0,67500,152685,7924.5,103500,Working,17,Industry: type 4
100663,0,112500,254700,17149.5,225000,State servant,9,Medicine
100664,0,87750,314100,11767.5,225000,Commercial associate,15,School
100665,0,112500,270000,13500,270000,Working,11,Business Entity Type 3
100666,0,135000,422451,19822.5,297000,Working,14,Business Entity Type 2
100667,0,45000,168102,16753.5,148500,Pensioner,7,XNA
100668,0,144000,364896,16069.5,315000,Working,15,Business Entity Type 1
100669,0,81000,670500,36504,670500,Pensioner,13,XNA
100670,0,112500,381528,14512.5,315000,Working,11,Other
100671,0,135000,900000,46732.5,900000,Commercial associate,17,Trade: type 2
100672,1,112500,808650,26217,675000,Pensioner,5,XNA
100673,0,225000,942300,24984,675000,Working,11,Industry: type 7
100674,0,157500,900000,46084.5,900000,Working,8,Construction
100675,0,202500,1125000,33025.5,1125000,Pensioner,7,XNA
100676,0,121500,1223010,45454.5,1125000,Commercial associate,10,Business Entity Type 3
100678,0,184500,1078200,31522.5,900000,Working,9,Industry: type 2
100679,0,72000,384048,14607,270000,Working,13,School
100680,0,90000,254700,27153,225000,Commercial associate,17,Business Entity Type 2
100681,0,180000,526491,26878.5,454500,Working,14,Self-employed
100682,0,90000,279000,13135.5,279000,Working,12,Construction
100683,0,157500,270000,13500,270000,Working,16,Self-employed
100684,0,225000,991944,29002.5,828000,Working,14,Self-employed
100685,0,265500,360000,23134.5,360000,Working,11,Business Entity Type 3
100686,0,135000,1125000,40410,1125000,State servant,14,Security Ministries
100687,0,243000,631332,40477.5,585000,Working,15,Security
100688,0,135000,167121,13527,139500,Working,6,Transport: type 4
100689,0,63000,528633,23413.5,472500,Pensioner,9,XNA
100690,1,135000,244998,16704,175500,Working,11,Self-employed
100691,0,225000,585000,29250,585000,Working,17,Business Entity Type 3
100692,0,81000,90000,10809,90000,State servant,12,Medicine
100693,0,90000,808650,26217,675000,Working,16,Other
100694,0,180000,450000,22500,450000,State servant,10,Transport: type 2
100695,0,135000,1219500,35788.5,1219500,Pensioner,10,XNA
100696,0,360000,675000,21906,675000,Working,15,Construction
100697,0,225000,495985.5,17946,409500,Pensioner,18,XNA
100698,0,157500,477000,20340,477000,Commercial associate,9,Business Entity Type 3
100700,0,157500,526491,31482,454500,Commercial associate,10,Self-employed
100701,0,67500,495000,19629,495000,Pensioner,16,XNA
100703,0,112500,225000,21919.5,225000,Pensioner,9,XNA
100704,0,90000,760500,22234.5,760500,State servant,11,Other
100705,0,90000,490536,32067,405000,Working,8,Self-employed
100706,0,180000,533668.5,22738.5,477000,Pensioner,13,XNA
100707,0,135000,1160973,37579.5,909000,Pensioner,14,XNA
100708,0,135000,808650,29839.5,675000,Commercial associate,18,Medicine
100709,0,157500,225000,11650.5,225000,Working,12,Trade: type 2
100710,0,180000,439740,21154.5,315000,Working,11,Business Entity Type 3
100712,0,540000,1575000,43443,1575000,Working,11,Business Entity Type 3
100713,1,180000,755190,32125.5,675000,Working,10,Industry: type 3
100714,1,99000,548770.5,21892.5,490500,Pensioner,8,XNA
100715,0,126000,337500,13549.5,337500,Working,12,Industry: type 1
100716,0,135000,761067,60259.5,657000,Commercial associate,13,Business Entity Type 3
100717,1,135000,284400,13833,225000,Working,10,Security
100718,0,234000,360000,26325,360000,Commercial associate,13,Housing
100719,0,292500,746280,59094,675000,Working,14,Self-employed
100720,0,90000,135000,14305.5,135000,Working,11,Medicine
100721,0,216000,868500,25393.5,868500,Pensioner,9,XNA
100722,0,540000,545040,26640,450000,Working,13,Agriculture
100723,0,202500,227520,18103.5,180000,Working,10,Transport: type 4
100724,0,112500,312768,16506,270000,Working,15,Trade: type 3
100725,0,112500,1223010,51948,1125000,Working,17,Business Entity Type 3
100726,0,202500,450000,17271,450000,Working,9,Business Entity Type 3
100727,0,112500,284400,10345.5,225000,Working,11,Self-employed
100728,0,112500,555273,16366.5,463500,Commercial associate,14,Medicine
100730,0,315000,1971072,62019,1800000,Commercial associate,15,Business Entity Type 1
100731,0,112500,270000,13500,270000,Working,9,Business Entity Type 2
100732,0,225000,450000,22018.5,450000,Working,17,Services
100733,0,157500,450000,20979,450000,Working,18,Insurance
100734,0,157500,1218375,51750,1089000,Working,7,Industry: type 7
100735,0,292500,720000,25636.5,720000,Working,17,Medicine
100736,0,112500,1080000,34839,1080000,Commercial associate,11,Housing
100737,0,112500,247275,17208,225000,Pensioner,13,XNA
100738,0,135000,180000,9000,180000,Working,11,Self-employed
100739,0,216000,337500,16875,337500,Commercial associate,18,Business Entity Type 3
100741,0,90000,284400,19134,225000,Commercial associate,12,Business Entity Type 3
100742,0,108000,390960,17352,337500,Pensioner,13,XNA
100743,0,38250,47970,5166,45000,Working,11,Business Entity Type 3
100746,0,171000,495000,24750,495000,Pensioner,12,XNA
100748,0,103500,270000,14778,270000,Working,15,Self-employed
100749,0,171000,679500,19998,679500,Working,17,Self-employed
100750,0,121500,472500,19993.5,472500,Working,13,Business Entity Type 3
100755,0,90000,107820,7420.5,90000,Commercial associate,13,Business Entity Type 3
100756,0,202500,247675.5,25506,229500,Working,14,Government
100757,0,180000,675000,21906,675000,Working,8,Business Entity Type 3
100758,0,157500,448056,17019,315000,Commercial associate,16,Restaurant
100759,0,202500,938304,50121,810000,Commercial associate,14,Business Entity Type 3
100761,0,225000,225000,14778,225000,Commercial associate,13,Services
100764,0,135000,180000,9000,180000,Working,12,Emergency
100766,0,126000,157050,9621,112500,Working,9,Business Entity Type 3
100767,0,157500,808650,31464,675000,Commercial associate,9,Other
100768,0,112500,277969.5,10606.5,229500,Working,16,Business Entity Type 3
100769,0,247500,805500,58243.5,805500,Working,11,Transport: type 4
100771,0,288000,1971072,68643,1800000,Working,9,Industry: type 9
100773,0,112500,254700,26226,225000,Pensioner,9,XNA
100774,0,90000,675000,22437,675000,Working,8,Self-employed
100775,0,112500,351000,22558.5,351000,Working,15,Industry: type 9
100776,0,225000,1096020,52857,900000,Commercial associate,18,Self-employed
